"situation","indicateur_base","formule_base (OR)","indicateur_derive","formule_derivee","imbrique_ok","condition_resolue"
"ref","FretFluvCat49Request","=K984","FretFluvCat49DistAn","=K988 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F988)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat49Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat50Request","=K995","FretFluvCat50NbTraj","=K999 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F999)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat50Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat50Request","=K995","FretFluvCat50DistAn","=K999 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F999)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat50Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat51Request","=K1006","FretFluvCat51NbTraj","=K1010 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F1010)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat51Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat51Request","=K1006","FretFluvCat51DistAn","=K1010 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F1010)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat51Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat52Request","=K1017","FretFluvCat52NbTraj","=K1021 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F1021)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat52Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat52Request","=K1017","FretFluvCat52DistAn","=K1021 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F1021)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat52Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat53Request","=K1028","FretFluvCat53NbTraj","=K1032 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F1032)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat53Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat53Request","=K1028","FretFluvCat53DistAn","=K1032 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F1032)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat53Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat54Request","=K1039","FretFluvCat54NbTraj","=K1043 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F1043)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat54Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat54Request","=K1039","FretFluvCat54DistAn","=K1043 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F1043)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat54Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat55Request","=K1050","FretFluvCat55NbTraj","=K1054 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F1054)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat55Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat55Request","=K1050","FretFluvCat55DistAn","=K1054 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F1054)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat55Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat56Request","=K1061","FretFluvCat56NbTraj","=K1065 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F1065)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat56Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat56Request","=K1061","FretFluvCat56DistAn","=K1065 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F1065)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat56Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat1Request","=K473","FretFluvCat1NbTraj","=K477 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F477)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat1Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat1Request","=K473","FretFluvCat1DistAn","=K477 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F477)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat1Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat2Request","=K484","FretFluvCat2NbTraj","=K488 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F488)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat2Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat2Request","=K484","FretFluvCat2DistAn","=K488 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F488)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat2Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat3Request","=K495","FretFluvCat3NbTraj","=K499 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F499)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat3Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat3Request","=K495","FretFluvCat3DistAn","=K499 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F499)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat3Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat4Request","=K506","FretFluvCat4NbTraj","=K510 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F510)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat4Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat4Request","=K506","FretFluvCat4DistAn","=K510 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F510)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat4Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat5Request","=K517","FretFluvCat5NbTraj","=K521 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F521)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat5Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat5Request","=K517","FretFluvCat5DistAn","=K521 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F521)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat5Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat6Request","=K528","FretFluvCat6NbTraj","=K532 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F532)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat6Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat6Request","=K528","FretFluvCat6DistAn","=K532 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F532)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat6Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
